name, samples, startup, setup, experiment, maxResidency
hover, 100, 14.243565518, 0.0, 18.565419595, 234MB
edit, 100, 15.269196102, 0.0, 32.424612479000004, 227MB
getDefinition, 100, 14.110913656000001, 0.0, 18.259730989, 233MB
hover after edit, 100, 14.073635500000002, 0.0, 80.29217339200001, 248MB
code actions after edit, 100, 14.131671463000002, 0.0, 40.162801028000004, 255MB
