name, samples, startup, setup, experiment, maxResidency
hover, 100, 20.511456699, 0.0, 0.5758997490000001, 218MB
edit, 100, 13.901458601000002, 0.0, 40.135883899, 215MB
getDefinition, 100, 14.024168435, 0.0, 0.9461228570000001, 220MB
hover after edit, 100, 14.528469943000001, 0.0, 90.13366750300001, 236MB
code actions after edit, 100, 22.529117249000002, 0.0, 4.46338185, 241MB
